       p  acos(c)[deg]     σ₁²     σ₂²     σ₃²     σ₄²     σ₅²     σ₆²
-1.0e+00         49.70  1.5391  0.7790  0.3888  1.5391  0.7790 -0.0000
-1.0e+00         49.84  1.5416  0.7770  0.3842  1.5416  0.7770 -0.0000
-1.0e+00         49.99  1.5441  0.7751  0.3796  1.5441  0.7751 -0.0000
-1.0e+00         50.14  1.5467  0.7731  0.3751  1.5467  0.7731 -0.0000
-1.0e+00         50.29  1.5492  0.7712  0.3705  1.5492  0.7712 -0.0000
-1.0e+00         50.44  1.5517  0.7692  0.3659  1.5517  0.7692 -0.0000
-1.0e+00         50.58  1.5542  0.7673  0.3613  1.5542  0.7673 -0.0000
-1.0e+00         50.73  1.5568  0.7653  0.3568  1.5568  0.7653 -0.0000
-1.0e+00         50.88  1.5593  0.7633  0.3522  1.5593  0.7633 -0.0000
-1.0e+00         51.02  1.5618  0.7614  0.3476  1.5618  0.7614 -0.0000
-1.0e+00         51.17  1.5643  0.7594  0.3430  1.5643  0.7594 -0.0000
-1.0e+00         51.32  1.5668  0.7574  0.3384  1.5668  0.7574 -0.0000
-1.0e+00         51.46  1.5693  0.7554  0.3339  1.5693  0.7554 -0.0000
-1.0e+00         51.61  1.5718  0.7534  0.3293  1.5718  0.7534 -0.0000
-1.0e+00         51.75  1.5743  0.7514  0.3247  1.5743  0.7514 -0.0000
-1.0e+00         51.90  1.5768  0.7495  0.3202  1.5768  0.7495 -0.0000
-1.0e+00         52.04  1.5792  0.7475  0.3156  1.5792  0.7475 -0.0000
-1.0e+00         52.18  1.5817  0.7455  0.3110  1.5817  0.7455 -0.0000
-1.0e+00         52.33  1.5842  0.7434  0.3065  1.5842  0.7434 -0.0000
-1.0e+00         52.47  1.5867  0.7414  0.3019  1.5867  0.7414 -0.0000
-1.0e+00         52.61  1.5891  0.7394  0.2973  1.5891  0.7394 -0.0000
-1.0e+00         52.76  1.5916  0.7374  0.2928  1.5916  0.7374 -0.0000
-1.0e+00         52.90  1.5941  0.7354  0.2882  1.5941  0.7354 -0.0000
-1.0e+00         53.04  1.5965  0.7333  0.2837  1.5965  0.7333 -0.0000
-1.0e+00         53.18  1.5990  0.7313  0.2791  1.5990  0.7313 -0.0000
-1.0e+00         53.33  1.6014  0.7293  0.2746  1.6014  0.7293 -0.0000
-1.0e+00         53.47  1.6038  0.7272  0.2700  1.6038  0.7272 -0.0000
-1.0e+00         53.61  1.6063  0.7252  0.2655  1.6063  0.7252 -0.0000
-1.0e+00         53.75  1.6087  0.7232  0.2610  1.6087  0.7232 -0.0000
-1.0e+00         53.89  1.6111  0.7211  0.2565  1.6111  0.7211 -0.0000
-1.0e+00         54.03  1.6136  0.7190  0.2519  1.6136  0.7190 -0.0000
-1.0e+00         54.17  1.6160  0.7170  0.2474  1.6160  0.7170 -0.0000
-1.0e+00         54.31  1.6184  0.7149  0.2429  1.6184  0.7149 -0.0000
-1.0e+00         54.45  1.6208  0.7129  0.2384  1.6208  0.7129 -0.0000
-1.0e+00         54.59  1.6232  0.7108  0.2339  1.6232  0.7108 -0.0000
-1.0e+00         54.73  1.6256  0.7087  0.2294  1.6256  0.7087 -0.0000
-1.0e+00         54.87  1.6280  0.7066  0.2249  1.6280  0.7066 -0.0000
-1.0e+00         55.01  1.6304  0.7046  0.2204  1.6304  0.7046 -0.0000
-1.0e+00         55.15  1.6328  0.7025  0.2160  1.6328  0.7025 -0.0000
-1.0e+00         55.29  1.6352  0.7004  0.2115  1.6352  0.7004 -0.0000
-1.0e+00         55.42  1.6376  0.6983  0.2070  1.6376  0.6983 -0.0000
-1.0e+00         55.56  1.6399  0.6962  0.2026  1.6399  0.6962 -0.0000
-1.0e+00         55.70  1.6423  0.6941  0.1981  1.6423  0.6941 -0.0000
-1.0e+00         55.84  1.6447  0.6920  0.1937  1.6447  0.6920 -0.0000
-1.0e+00         55.97  1.6470  0.6899  0.1892  1.6470  0.6899 -0.0000
-1.0e+00         56.11  1.6494  0.6877  0.1848  1.6494  0.6877 -0.0000
-1.0e+00         56.25  1.6517  0.6856  0.1804  1.6517  0.6856 -0.0000
-1.0e+00         56.39  1.6541  0.6835  0.1760  1.6541  0.6835 -0.0000
-1.0e+00         56.52  1.6564  0.6814  0.1716  1.6564  0.6814 -0.0000
-1.0e+00         56.66  1.6587  0.6792  0.1672  1.6587  0.6792 -0.0000
-1.0e+00         56.79  1.6611  0.6771  0.1628  1.6611  0.6771 -0.0000
-1.0e+00         56.93  1.6634  0.6750  0.1585  1.6634  0.6750 -0.0000
-1.0e+00         57.06  1.6657  0.6728  0.1541  1.6657  0.6728 -0.0000
-1.0e+00         57.20  1.6680  0.6707  0.1498  1.6680  0.6707 -0.0000
-1.0e+00         57.34  1.6703  0.6685  0.1454  1.6703  0.6685 -0.0000
-1.0e+00         57.47  1.6726  0.6664  0.1411  1.6726  0.6664 -0.0000
-1.0e+00         57.61  1.6749  0.6642  0.1368  1.6749  0.6642 -0.0000
-1.0e+00         57.74  1.6772  0.6620  0.1325  1.6772  0.6620 -0.0000
-1.0e+00         57.87  1.6795  0.6599  0.1282  1.6795  0.6599 -0.0000
